"1516","300126.SZ","锐奇股份","18.0490","工业","资本货物","机械","工业机械","30395.76"
"1517","300127.SZ","银河磁体","42.8944","材料","材料","金属、非金属与采矿","金属非金属","32314.64"
"1518","300128.SZ","锦富技术","60.6359","信息技术","技术硬件与设备","电子设备、仪器和元件","电子元件","109411.54"
"1519","300129.SZ","泰胜风能","29.6291","工业","资本货物","电气设备","重型电气设备","71915.33"
"1520","300130.SZ","新国都","82.2653","信息技术","技术硬件与设备","电子设备、仪器和元件","电子设备和仪器","47789.78"
"1521","300131.SZ","英唐智控","62.8882","信息技术","技术硬件与设备","电子设备、仪器和元件","电子元件","106952.64"
"1522","300132.SZ","青松股份","54.5768","材料","材料","化工","基础化工","38592.00"
"1523","300133.SZ","华策影视","146.9338","可选消费","媒体","媒体","电影与娱乐","177327.75"
"1524","300134.SZ","大富科技","113.2674","信息技术","技术硬件与设备","通信设备","通信设备","76749.80"
"1525","300135.SZ","宝利国际","29.7308","材料","材料","建材","建材","92160.00"
"1526","300136.SZ","信维通信","297.7907","信息技术","技术硬件与设备","通信设备","通信设备","97559.53"
"1527","300137.SZ","先河环保","59.0376","信息技术","技术硬件与设备","电子设备、仪器和元件","电子设备和仪器","55103.26"
"1528","300138.SZ","晨光生物","33.6478","日常消费","食品、饮料与烟草","食品","食品加工与肉类","51370.70"
"1529","300139.SZ","晓程科技","24.2490","信息技术","半导体与半导体生产设备","半导体产品与半导体设备","半导体产品","27400.00"
"1530","300140.SZ","中环装备","38.3561","工业","商业和专业服务","商业服务与用品","环境与设施服务","37567.17"
"1531","300141.SZ","和顺电气","24.2674","工业","资本货物","电气设备","电气部件与设备","25549.96"
"1532","300142.SZ","沃森生物","339.4661","医疗保健","制药、生物科技与生命科学","生物科技","生物科技","153743.70"
"1533","300143.SZ","星普医科","54.6333","医疗保健","医疗保健设备与服务","医疗保健设备与用品","医疗保健设备","54677.08"
"1534","300144.SZ","宋城演艺","321.6074","可选消费","消费者服务","酒店、餐馆与休闲","休闲设施","145260.78"
"1535","300145.SZ","中金环境","77.2453","工业","商业和专业服务","商业服务与用品","环境与设施服务","192343.81"
"1536","300146.SZ","汤臣倍健","308.5399","日常消费","食品、饮料与烟草","食品","食品加工与肉类","146881.80"
"1537","300147.SZ","香雪制药","49.8753","医疗保健","制药、生物科技与生命科学","制药","中药","66147.63"
"1538","300148.SZ","天舟文化","39.5598","可选消费","媒体","媒体","出版","84493.44"
"1539","300149.SZ","量子生物","90.9194","医疗保健","制药、生物科技与生命科学","生命科学工具和服务","生命科学工具和服务","49977.69"
"1540","300150.SZ","世纪瑞尔","31.2681","信息技术","软件与服务","信息技术服务","信息科技咨询与其它服务","58510.61"
"1541","300151.SZ","昌红科技","31.4666","工业","资本货物","机械","工业机械","50250.00"
"1542","300152.SZ","科融环境","21.0133","工业","商业和专业服务","商业服务与用品","环境与设施服务","71280.00"
"1543","300153.SZ","科泰电源","27.8016","工业","资本货物","电气设备","电气部件与设备","32000.00"
"1544","300154.SZ","瑞凌股份","27.4706","工业","资本货物","机械","工业机械","45602.00"
"1545","300155.SZ","安居宝","29.9289","信息技术","技术硬件与设备","电子设备、仪器和元件","电子设备和仪器","54337.06"
"1546","300156.SZ","神雾环保","44.1583","工业","资本货物","机械","工业机械","101002.44"
"1547","300157.SZ","恒泰艾普","36.9872","能源","能源","能源设备与服务","石油天然气设备与服务","71211.33"
"1548","300158.SZ","振东制药","56.9626","医疗保健","制药、生物科技与生命科学","制药","中药","103305.47"
"1549","300159.SZ","新研股份","90.5245","工业","资本货物","航空航天与国防","航天航空与国防","149036.02"
"1550","300160.SZ","秀强股份","26.2085","可选消费","耐用消费品与服装","家庭耐用消费品","家用电器","59295.24"
"1551","300161.SZ","华中数控","24.6467","工业","资本货物","机械","工业机械","17276.56"
"1552","300162.SZ","雷曼股份","21.8304","信息技术","技术硬件与设备","电子设备、仪器和元件","电子设备和仪器","34951.00"
"1553","300163.SZ","先锋新材","19.4150","材料","材料","建材","建材","47400.00"
"1554","300164.SZ","通源石油","32.8114","能源","能源","能源设备与服务","石油天然气设备与服务","45120.22"
"1555","300165.SZ","天瑞仪器","23.0049","信息技术","技术硬件与设备","电子设备、仪器和元件","电子设备和仪器","46176.00"
"1556","300166.SZ","东方国信","163.2359","信息技术","软件与服务","软件","应用软件","105668.01"
"1557","300167.SZ","迪威迅","17.9063","信息技术","软件与服务","信息技术服务","信息科技咨询与其它服务","30024.00"
"1558","300168.SZ","万达信息","160.6516","信息技术","软件与服务","信息技术服务","信息科技咨询与其它服务","109944.97"
"1559","300169.SZ","天晟新材","18.9984","材料","材料","化工","基础化工","32598.43"
"1560","300170.SZ","汉得信息","136.6877","信息技术","软件与服务","信息技术服务","信息科技咨询与其它服务","87299.46"
"1561","300171.SZ","东富龙","61.6776","工业","资本货物","机械","工业机械","62833.70"
"1562","300172.SZ","中电环保","32.5122","工业","商业和专业服务","商业服务与用品","环境与设施服务","52220.00"
"1563","300173.SZ","智慧松德","34.3619","工业","资本货物","机械","工业机械","58618.05"
"1564","300174.SZ","元力股份","32.4262","材料","材料","化工","基础化工","24480.00"
"1565","300175.SZ","朗源股份","29.5380","日常消费","食品、饮料与烟草","食品","农产品","47080.00"
"1566","300176.SZ","派生科技","174.8805","可选消费","汽车与汽车零部件","汽车零配件","机动车零配件与设备",
"1567","300177.SZ","中海达","62.9770","工业","资本货物","航空航天与国防","航天航空与国防","44689.86"
"1568","300178.SZ","腾邦国际","62.0084","可选消费","消费者服务","酒店、餐馆与休闲","酒店、度假村与豪华游轮","61650.83"
"1569","300179.SZ","四方达","23.5503","材料","材料","金属、非金属与采矿","金属非金属","50000.62"
"1570","300180.SZ","华峰超纤","163.4240","材料","材料","化工","基础化工","113583.57"
"1571","300181.SZ","佐力药业","42.1047","医疗保健","制药、生物科技与生命科学","制药","中药","60862.48"
"1572","300182.SZ","捷成股份","146.2578","信息技术","软件与服务","信息技术服务","信息科技咨询与其它服务","257496.08"
"1573","300183.SZ","东软载波","71.6963","信息技术","半导体与半导体生产设备","半导体产品与半导体设备","半导体产品","46976.99"
"1574","300184.SZ","力源信息","70.3819","信息技术","技术硬件与设备","电子设备、仪器和元件","技术产品经销商","65925.34"
"1575","300185.SZ","通裕重工","74.3085","工业","资本货物","机械","工业机械","326774.38"
"1576","300187.SZ","永清环保","41.4285","工业","商业和专业服务","商业服务与用品","环境与设施服务","64450.02"
"1577","300188.SZ","美亚柏科","138.2532","信息技术","软件与服务","软件","应用软件","79483.28"
"1578","300189.SZ","神农基因","34.9594","日常消费","食品、饮料与烟草","食品","农产品","102400.00"
"1579","300190.SZ","维尔利","46.1806","工业","商业和专业服务","商业服务与用品","环境与设施服务","81411.28"
"1580","300191.SZ","潜能恒信","55.8976","能源","能源","能源设备与服务","石油天然气设备与服务","32000.00"
"1581","300192.SZ","科斯伍德","23.7408","材料","材料","化工","特种化工","24255.00"
"1582","300193.SZ","佳士科技","38.9300","工业","资本货物","机械","工业机械","50690.13"
"1583","300194.SZ","福安药业","44.5428","医疗保健","制药、生物科技与生命科学","制药","西药","118971.24"
"1584","300195.SZ","长荣股份","42.9756","工业","资本货物","机械","工业机械","43348.36"
"1585","300196.SZ","长海股份","43.7316","材料","材料","建材","建材","42449.61"
"1586","300197.SZ","铁汉生态","112.1057","工业","资本货物","建筑与工程","建筑与工程","227949.80"
"1587","300198.SZ","纳川股份","38.9306","工业","资本货物","建筑产品","建筑产品","103154.85"
"1588","300199.SZ","翰宇药业","94.3272","医疗保健","制药、生物科技与生命科学","生物科技","生物科技","92841.70"
"1589","300200.SZ","高盟新材","22.6377","材料","材料","化工","基础化工","26663.92"
"1590","300201.SZ","海伦哲","51.3355","工业","资本货物","机械","建筑机械与重型卡车","102506.96"
"1591","300202.SZ","聚龙股份","45.6748","信息技术","技术硬件与设备","电子设备、仪器和元件","电子设备和仪器","54950.40"
"1592","300203.SZ","聚光科技","129.1485","信息技术","技术硬件与设备","电子设备、仪器和元件","电子设备和仪器","45251.74"
"1593","300204.SZ","舒泰神","62.2672","医疗保健","制药、生物科技与生命科学","生物科技","生物科技","47670.50"
"1594","300205.SZ","天喻信息","49.7489","信息技术","技术硬件与设备","电子设备、仪器和元件","电子设备和仪器","43005.60"
"1595","300206.SZ","理邦仪器","40.4820","医疗保健","医疗保健设备与服务","医疗保健设备与用品","医疗保健设备","58500.00"
"1596","300207.SZ","欣旺达","183.1091","工业","资本货物","电气设备","电气部件与设备","154783.70"
"1597","300208.SZ","青岛中程","52.9284","工业","资本货物","电气设备","电气部件与设备","76552.50"
"1598","300209.SZ","天泽信息","39.8723","信息技术","软件与服务","信息技术服务","信息科技咨询与其它服务","29065.67"
"1599","300210.SZ","森远股份","23.3007","工业","资本货物","机械","建筑机械与重型卡车","48422.00"
"1600","300211.SZ","亿通科技","22.6220","信息技术","技术硬件与设备","通信设备","通信设备","30267.60"
"1601","300212.SZ","易华录","121.1543","信息技术","软件与服务","信息技术服务","信息科技咨询与其它服务","45189.98"
"1602","300213.SZ","佳讯飞鸿","49.2004","信息技术","技术硬件与设备","通信设备","通信设备","59492.64"
"1603","300214.SZ","日科化学","27.0306","材料","材料","化工","特种化工","42581.26"
"1604","300215.SZ","电科院","52.0968","工业","商业和专业服务","专业服务","调查和咨询服务","75832.25"
"1605","300216.SZ","千山药机","17.3200","工业","资本货物","机械","工业机械","36143.49"
"1606","300217.SZ","东方电热","38.8161","可选消费","耐用消费品与服装","家庭耐用消费品","家用电器","127349.37"
"1607","300218.SZ","安利股份","16.4346","材料","材料","化工","基础化工","21698.70"
"1608","300219.SZ","鸿利智汇","59.0559","信息技术","技术硬件与设备","电子设备、仪器和元件","电子元件","71271.85"
"1609","300220.SZ","金运激光","16.1230","信息技术","技术硬件与设备","电子设备、仪器和元件","电子设备和仪器","12600.00"
"1610","300221.SZ","银禧科技","37.9536","材料","材料","化工","基础化工","50456.82"
"1611","300222.SZ","科大智能","134.8935","工业","资本货物","机械","工业机械","72954.85"
"1612","300223.SZ","北京君正","53.1439","信息技术","半导体与半导体生产设备","半导体产品与半导体设备","半导体产品","20066.42"
"1613","300224.SZ","正海磁材","60.4336","材料","材料","金属、非金属与采矿","金属非金属","82021.66"
"1614","300225.SZ","金力泰","28.1546","材料","材料","化工","特种化工","47034.00"
"1615","300226.SZ","上海钢联","125.5443","信息技术","软件与服务","互联网软件与服务","互联网软件与服务","15913.85"
"1616","300227.SZ","光韵达","31.5072","信息技术","技术硬件与设备","电子设备、仪器和元件","电子元件","22247.72"
"1617","300228.SZ","富瑞特装","30.8629","工业","资本货物","机械","工业机械","47437.60"
"1618","300229.SZ","拓尔思","53.4744","信息技术","软件与服务","软件","应用软件","47456.89"
"1619","300230.SZ","永利股份","46.9318","工业","资本货物","机械","工业机械","81620.60"
"1620","300231.SZ","银信科技","36.9331","信息技术","软件与服务","信息技术服务","信息科技咨询与其它服务","44210.02"
"1621","300232.SZ","洲明科技","98.8407","信息技术","技术硬件与设备","电子设备、仪器和元件","电子设备和仪器","76126.06"
"1622","300233.SZ","金城医药","64.2804","医疗保健","制药、生物科技与生命科学","制药","西药","39315.22"
"1623","300234.SZ","开尔新材","19.4799","工业","资本货物","建筑产品","建筑产品","28953.46"
"1624","300235.SZ","方直科技","16.9979","信息技术","软件与服务","软件","应用软件","16783.11"
"1625","300236.SZ","上海新阳","60.4278","材料","材料","化工","特种化工","19376.59"
"1626","300237.SZ","美晨生态","68.8756","工业","资本货物","建筑与工程","建筑与工程","145307.25"
"1627","300238.SZ","冠昊生物","38.2885","医疗保健","制药、生物科技与生命科学","生物科技","生物科技","26515.57"
"1628","300239.SZ","东宝生物","21.6221","医疗保健","制药、生物科技与生命科学","生物科技","生物科技","46399.41"
"1629","300240.SZ","飞力达","29.2448","工业","运输","航空货运与物流","航空货运与物流","36555.98"
"1630","300241.SZ","瑞丰光电","30.9002","信息技术","半导体与半导体生产设备","半导体产品与半导体设备","半导体产品","55257.92"
"1631","300242.SZ","佳云科技","31.6897","可选消费","媒体","媒体","广告","63455.52"
"1632","300243.SZ","瑞丰高材","20.7292","材料","材料","化工","特种化工","21122.06"
"1633","300244.SZ","迪安诊断","121.5106","医疗保健","医疗保健设备与服务","医疗保健提供商与服务","保健护理服务","62045.83"
"1634","300245.SZ","天玑科技","34.0854","信息技术","软件与服务","信息技术服务","数据处理与外包服务","31345.75"
"1635","300246.SZ","宝莱特","20.5078","医疗保健","医疗保健设备与服务","医疗保健设备与用品","医疗保健设备","14608.80"
"1636","300247.SZ","融捷健康","32.0973","可选消费","耐用消费品与服装","家庭耐用消费品","家用电器","80404.03"
"1637","300248.SZ","新开普","42.0282","信息技术","软件与服务","信息技术服务","信息科技咨询与其它服务","48109.25"
"1638","300249.SZ","依米康","35.0189","工业","商业和专业服务","商业服务与用品","环境与设施服务","44598.76"
"1639","300250.SZ","初灵信息","37.5437","信息技术","技术硬件与设备","通信设备","通信设备","22985.01"
"1640","300251.SZ","光线传媒","267.1931","可选消费","媒体","媒体","电影与娱乐","293360.84"
"1641","300252.SZ","金信诺","81.8979","信息技术","技术硬件与设备","通信设备","通信设备","57780.38"
"1642","300253.SZ","卫宁健康","219.4112","信息技术","软件与服务","软件","应用软件","162202.08"
"1643","300254.SZ","仟源医药","16.5438","医疗保健","制药、生物科技与生命科学","制药","西药","20830.80"
"1644","300255.SZ","常山药业","50.4695","医疗保健","制药、生物科技与生命科学","制药","西药","93496.69"
"1645","300256.SZ","星星科技","40.5547","信息技术","技术硬件与设备","电子设备、仪器和元件","电子元件","96697.01"
"1646","300257.SZ","开山股份","116.5850","工业","资本货物","机械","工业机械","85800.00"
"1647","300258.SZ","精锻科技","53.2170","可选消费","汽车与汽车零部件","汽车零配件","机动车零配件与设备","40500.00"
"1648","300259.SZ","新天科技","43.5699","工业","资本货物","机械","工业机械","117565.80"
"1649","300260.SZ","新莱应材","23.2837","工业","资本货物","机械","工业机械","20194.00"
"1650","300261.SZ","雅本化学","53.2325","材料","材料","化工","化肥与农用化工","96330.95"
"1651","300262.SZ","巴安水务","57.2147","工业","商业和专业服务","商业服务与用品","环境与设施服务","67011.86"
"1652","300263.SZ","隆华科技","53.5510","工业","资本货物","机械","工业机械",
"1653","300264.SZ","佳创视讯","27.8099","信息技术","软件与服务","信息技术服务","信息科技咨询与其它服务","41310.00"
"1654","300265.SZ","通光线缆","32.9535","工业","资本货物","电气设备","电气部件与设备","33750.00"
"1655","300266.SZ","兴源环境","65.5497","工业","商业和专业服务","商业服务与用品","环境与设施服务","156443.11"
"1656","300267.SZ","尔康制药","86.7532","医疗保健","制药、生物科技与生命科学","制药","西药","206260.48"
"1657","300268.SZ","佳沃股份","20.2715","日常消费","食品、饮料与烟草","食品","食品加工与肉类","13400.00"
"1658","300269.SZ","联建光电","37.0811","可选消费","媒体","媒体","广告","60060.11"
"1659","300270.SZ","中威电子","27.5311","信息技术","技术硬件与设备","电子设备、仪器和元件","电子设备和仪器","30280.60"
"1660","300271.SZ","华宇软件","151.2152","信息技术","软件与服务","信息技术服务","信息科技咨询与其它服务","75449.15"
"1661","300272.SZ","开能健康","42.9334","可选消费","耐用消费品与服装","家庭耐用消费品","家用电器","48435.68"
"1662","300273.SZ","和佳股份","47.8338","医疗保健","医疗保健设备与服务","医疗保健设备与用品","医疗保健设备","79458.08"
"1663","300274.SZ","阳光电源","171.1831","工业","资本货物","电气设备","电气部件与设备","145151.36"
"1664","300275.SZ","梅安森","15.1101","信息技术","技术硬件与设备","电子设备、仪器和元件","电子设备和仪器","16427.60"
"1665","300276.SZ","三丰智能","72.5441","工业","资本货物","机械","工业机械","54799.92"
"1666","300277.SZ","海联讯","24.0396","信息技术","软件与服务","信息技术服务","信息科技咨询与其它服务","33500.00"
"1667","300278.SZ","华昌达","48.9663","工业","资本货物","机械","工业机械","59846.34"
"1668","300279.SZ","和晶科技","31.8390","信息技术","技术硬件与设备","电子设备、仪器和元件","电子元件","44894.20"
"1669","300280.SZ","紫天科技","61.0059","可选消费","媒体","媒体","广告",
"1670","300281.SZ","金明精机","29.0901","工业","资本货物","机械","工业机械","41892.36"
"1671","300282.SZ","三盛教育","37.0364","可选消费","消费者服务","综合消费者服务","教育服务",
"1672","300283.SZ","温州宏丰","22.8727","工业","资本货物","电气设备","电气部件与设备","41436.14"
"1673","300284.SZ","苏交科","99.0186","工业","商业和专业服务","专业服务","调查和咨询服务","80950.50"
"1674","300285.SZ","国瓷材料","127.9574","材料","材料","化工","特种化工","64222.74"
"1675","300286.SZ","安科瑞","21.7603","工业","资本货物","电气设备","电气部件与设备","21656.36"
"1676","300287.SZ","飞利信","71.4479","信息技术","软件与服务","信息技术服务","信息科技咨询与其它服务","143527.38"
"1677","300288.SZ","朗玛信息","53.5434","信息技术","软件与服务","互联网软件与服务","互联网软件与服务","33794.14"
"1678","300289.SZ","利德曼","32.1094","医疗保健","制药、生物科技与生命科学","生物科技","生物科技","42105.20"
"1679","300290.SZ","荣科科技","30.7634","信息技术","软件与服务","信息技术服务","数据处理与外包服务","33857.25"
"1680","300291.SZ","华录百纳","47.4802","可选消费","媒体","媒体","电影与娱乐","81246.12"
"1681","300292.SZ","吴通控股","57.9547","信息技术","软件与服务","互联网软件与服务","互联网软件与服务","127485.05"
"1682","300293.SZ","蓝英装备","26.6490","工业","资本货物","机械","工业机械","27000.00"
"1683","300294.SZ","博雅生物","131.8088","医疗保健","制药、生物科技与生命科学","生物科技","生物科技","43332.49"
"1684","300295.SZ","三六五网","29.7600","信息技术","软件与服务","互联网软件与服务","互联网软件与服务","19299.60"
"1685","300296.SZ","利亚德","229.4183","信息技术","技术硬件与设备","电子设备、仪器和元件","电子设备和仪器","254287.66"
"1686","300297.SZ","蓝盾股份","83.9699","信息技术","软件与服务","软件","应用软件","117506.19"
"1687","300298.SZ","三诺生物","72.9821","医疗保健","医疗保健设备与服务","医疗保健设备与用品","医疗保健设备","56531.47"
"1688","300299.SZ","富春股份","45.2191","信息技术","软件与服务","软件","家庭娱乐软件","72793.20"
"1689","300300.SZ","汉鼎宇佑","83.3973","信息技术","软件与服务","信息技术服务","信息科技咨询与其它服务","68393.15"
"1690","300301.SZ","长方集团","32.3787","信息技术","半导体与半导体生产设备","半导体产品与半导体设备","半导体产品","79010.88"
"1691","300302.SZ","同有科技","40.7667","信息技术","软件与服务","信息技术服务","数据处理与外包服务","42105.80"
"1692","300303.SZ","聚飞光电","42.3791","信息技术","半导体与半导体生产设备","半导体产品与半导体设备","半导体产品","127292.45"
"1693","300304.SZ","云意电气","40.7649","可选消费","汽车与汽车零部件","汽车零配件","机动车零配件与设备","87216.32"
"1694","300305.SZ","裕兴股份","24.7346","材料","材料","化工","基础化工","28875.30"
"1695","300306.SZ","远方信息","26.9075","信息技术","技术硬件与设备","电子设备、仪器和元件","电子设备和仪器","28747.34"
"1696","300307.SZ","慈星股份","50.9751","工业","资本货物","机械","工业机械","80200.00"
"1697","300308.SZ","中际旭创","272.9307","工业","资本货物","电气设备","电气部件与设备","47545.58"
"1698","300309.SZ","吉艾科技","69.1944","金融","多元金融","资本市场","多元资本市场","87124.69"
"1699","300310.SZ","宜通世纪","61.2958","信息技术","技术硬件与设备","通信设备","通信设备","88271.60"
"1700","300311.SZ","任子行","53.3289","信息技术","软件与服务","软件","应用软件","68125.87"
"1701","300312.SZ","邦讯技术","30.6214","信息技术","技术硬件与设备","通信设备","通信设备","32004.00"
"1702","300313.SZ","天山生物","21.2637","日常消费","食品、饮料与烟草","食品","食品加工与肉类","31297.74"
"1703","300314.SZ","戴维医疗","30.5165","医疗保健","医疗保健设备与服务","医疗保健设备与用品","医疗保健设备","28800.00"
"1704","300315.SZ","掌趣科技","112.3951","信息技术","软件与服务","软件","家庭娱乐软件","275748.41"
"1705","300316.SZ","晶盛机电","192.7456","信息技术","半导体与半导体生产设备","半导体产品与半导体设备","半导体设备","128462.83"
"1706","300317.SZ","珈伟新能","52.3659","公用事业","公用事业","独立电力生产商与能源贸易商","新能源发电业者","83973.54"
"1707","300318.SZ","博晖创新","39.0704","医疗保健","制药、生物科技与生命科学","生物科技","生物科技","81943.04"
"1708","300319.SZ","麦捷科技","58.3551","信息技术","技术硬件与设备","电子设备、仪器和元件","电子元件","69520.00"
"1709","300320.SZ","海达股份","37.2525","材料","材料","化工","基础化工","60123.42"
"1710","300321.SZ","同大股份","13.2987","材料","材料","化工","基础化工","8880.00"
"1711","300322.SZ","硕贝德","61.2270","信息技术","技术硬件与设备","通信设备","通信设备","40676.99"
"1712","300323.SZ","华灿光电","98.6914","信息技术","半导体与半导体生产设备","半导体产品与半导体设备","半导体产品","109876.89"
"1713","300324.SZ","旋极信息","134.3520","信息技术","软件与服务","信息技术服务","信息科技咨询与其它服务","173626.20"
"1714","300325.SZ","德威新材","42.5832","材料","材料","化工","基础化工","100574.31"
"1715","300326.SZ","凯利泰","77.3995","医疗保健","医疗保健设备与服务","医疗保健设备与用品","医疗保健设备","71959.41"
"1716","300327.SZ","中颖电子","56.1373","信息技术","半导体与半导体生产设备","半导体产品与半导体设备","半导体产品","23103.65"
"1717","300328.SZ","宜安科技","47.5103","材料","材料","金属、非金属与采矿","铝","46028.24"
"1718","300329.SZ","海伦钢琴","22.1268","可选消费","耐用消费品与服装","休闲设备与用品","休闲用品","25363.19"
"1719","300330.SZ","华虹计通","13.8230","信息技术","技术硬件与设备","电脑与外围设备","电脑硬件","16800.00"
"1720","300331.SZ","苏大维格","35.2229","信息技术","技术硬件与设备","电子设备、仪器和元件","电子元件","22604.88"
"1721","300332.SZ","天壕环境","40.1548","公用事业","公用事业","燃气","燃气","88020.09"
"1722","300333.SZ","兆日科技","31.2346","信息技术","技术硬件与设备","电子设备、仪器和元件","电子设备和仪器","33600.00"
"1723","300334.SZ","津膜科技","25.8273","工业","资本货物","机械","工业机械","30392.22"
"1724","300335.SZ","迪森股份","27.1099","工业","商业和专业服务","商业服务与用品","环境与设施服务","36291.66"
"1725","300336.SZ","新文化","43.9234","可选消费","媒体","媒体","广告","80632.21"
"1726","300337.SZ","银邦股份","35.7206","材料","材料","金属、非金属与采矿","铝","82192.00"
"1727","300338.SZ","开元股份","31.2317","可选消费","消费者服务","综合消费者服务","教育服务","34517.77"
"1728","300339.SZ","润和软件","107.5792","信息技术","软件与服务","信息技术服务","数据处理与外包服务","79641.08"
"1729","300340.SZ","科恒股份","38.7970","材料","材料","化工","特种化工","21214.47"
"1730","300341.SZ","麦克奥迪","30.9975","工业","资本货物","电气设备","电气部件与设备","51016.33"
"1731","300342.SZ","天银机电","37.2851","工业","资本货物","机械","工业机械","43194.03"
"1732","300343.SZ","联创互联","50.7208","可选消费","媒体","媒体","广告","65666.45"
"1733","300344.SZ","太空智造","26.2728","工业","资本货物","建筑产品","建筑产品","35436.78"
"1734","300345.SZ","红宇新材","21.9059","工业","资本货物","机械","工业机械","44129.55"
"1735","300346.SZ","南大光电","37.7278","信息技术","半导体与半导体生产设备","半导体产品与半导体设备","半导体产品","27346.88"
"1736","300347.SZ","泰格医药","303.7572","医疗保健","制药、生物科技与生命科学","生命科学工具和服务","生命科学工具和服务","50017.65"
"1737","300348.SZ","长亮科技","87.6779","信息技术","软件与服务","软件","应用软件","32151.77"
"1738","300349.SZ","金卡智能","91.2225","工业","资本货物","机械","工业机械","42932.26"
"1739","300350.SZ","华鹏飞","33.4279","工业","运输","航空货运与物流","航空货运与物流","47672.44"
"1740","300351.SZ","永贵电器","44.4143","信息技术","技术硬件与设备","电子设备、仪器和元件","电子元件","38460.64"
"1741","300352.SZ","北信源","84.1768","信息技术","软件与服务","软件","应用软件","144982.41"
"1742","300353.SZ","东土科技","65.5995","信息技术","技术硬件与设备","通信设备","通信设备","51693.82"
"1743","300354.SZ","东华测试","14.3327","信息技术","技术硬件与设备","电子设备、仪器和元件","电子设备和仪器","13832.02"
"1744","300355.SZ","蒙草生态","84.1265","工业","资本货物","建筑与工程","建筑与工程","160424.20"
"1745","300356.SZ","光一科技","34.4846","工业","资本货物","电气设备","电气部件与设备","41111.84"
"1746","300357.SZ","我武生物","125.1657","医疗保健","制药、生物科技与生命科学","生物科技","生物科技","29088.00"
"1747","300358.SZ","楚天科技","42.0126","工业","资本货物","机械","工业机械","47364.79"
"1748","300359.SZ","全通教育","44.5001","可选消费","消费者服务","综合消费者服务","教育服务","63300.34"
"1749","300360.SZ","炬华科技","36.9722","工业","资本货物","电气设备","电气部件与设备","40961.92"
"1750","300362.SZ","天翔环境","29.6635","工业","商业和专业服务","商业服务与用品","环境与设施服务","43699.92"
"1751","300363.SZ","博腾股份","57.3684","医疗保健","制药、生物科技与生命科学","制药","西药","54274.75"
"1752","300364.SZ","中文在线","44.7296","可选消费","媒体","媒体","出版","77199.83"
"1753","300365.SZ","恒华科技","101.1439","信息技术","软件与服务","软件","应用软件","40216.26"
"1754","300366.SZ","创意信息","49.7405","信息技术","软件与服务","信息技术服务","信息科技咨询与其它服务","52557.62"
"1755","300367.SZ","东方网力","104.2202","信息技术","技术硬件与设备","电子设备、仪器和元件","电子设备和仪器","85454.40"
"1756","300368.SZ","汇金股份","49.1197","信息技术","技术硬件与设备","电子设备、仪器和元件","电子设备和仪器","53194.35"
"1757","300369.SZ","绿盟科技","98.6478","信息技术","软件与服务","软件","应用软件","79967.41"
"1758","300370.SZ","安控科技","38.0694","工业","资本货物","电气设备","电气部件与设备","95844.44"
"1759","300371.SZ","汇中股份","18.1872","工业","资本货物","机械","工业机械","12000.00"
"1760","300373.SZ","扬杰科技","92.6013","信息技术","半导体与半导体生产设备","半导体产品与半导体设备","半导体产品","47226.30"
"1761","300374.SZ","恒通科技","27.1881","工业","资本货物","建筑产品","建筑产品","24591.23"
"1762","300375.SZ","鹏翎股份","24.4617","可选消费","汽车与汽车零部件","汽车零配件","轮胎与橡胶","35973.10"
"1763","300376.SZ","易事特","138.2299","工业","资本货物","电气设备","电气部件与设备","232788.64"
"1764","300377.SZ","赢时胜","117.5816","信息技术","软件与服务","软件","应用软件","74221.46"
"1765","300378.SZ","鼎捷软件","35.4010","信息技术","软件与服务","软件","应用软件","26466.03"
"1766","300379.SZ","东方通","64.7589","信息技术","软件与服务","软件","应用软件","27703.17"
"1767","300380.SZ","安硕信息","32.1142","信息技术","软件与服务","软件","应用软件","13744.00"
"1768","300381.SZ","溢多利","40.8382","医疗保健","制药、生物科技与生命科学","制药","西药","40675.54"
"1769","300382.SZ","斯莱克","39.2263","工业","资本货物","机械","工业机械","56456.94"
"1770","300383.SZ","光环新网","288.6276","信息技术","软件与服务","互联网软件与服务","互联网软件与服务","153967.58"
"1771","300384.SZ","三联虹普","53.4092","工业","商业和专业服务","专业服务","调查和咨询服务","31787.39"
"1772","300385.SZ","雪浪环境","21.7560","工业","商业和专业服务","商业服务与用品","环境与设施服务","13013.51"
"1773","300386.SZ","飞天诚信","58.1248","信息技术","技术硬件与设备","电子设备、仪器和元件","电子设备和仪器","41804.40"
"1774","300387.SZ","富邦股份","20.1010","材料","材料","化工","特种化工","28905.70"
"1775","300388.SZ","国祯环保","60.8940","工业","商业和专业服务","商业服务与用品","环境与设施服务","54899.00"
"1776","300389.SZ","艾比森","56.5208","信息技术","半导体与半导体生产设备","半导体产品与半导体设备","半导体产品","31987.19"
"1777","300390.SZ","天华超净","31.7673","信息技术","技术硬件与设备","电子设备、仪器和元件","电子设备和仪器","34454.75"
"1778","300391.SZ","康跃科技","30.5727","工业","资本货物","机械","建筑机械与重型卡车","23355.74"
"1779","300392.SZ","腾信股份","33.3466","可选消费","媒体","媒体","广告","38400.00"
"1780","300393.SZ","中来股份","52.8983","信息技术","半导体与半导体生产设备","半导体产品与半导体设备","半导体产品","24099.47"
"1781","300394.SZ","天孚通信","67.0792","信息技术","技术硬件与设备","通信设备","通信设备","19894.19"
