"3217","603128.SH","华贸物流","64.4264","工业","运输","航空货运与物流","航空货运与物流","101203.84"
"3218","603129.SH","春风动力","26.6097","可选消费","汽车与汽车零部件","汽车","摩托车制造","13459.64"
"3219","603131.SH","上海沪工","47.0317","工业","资本货物","机械","工业机械","22103.42"
"3220","603133.SH","碳元科技","41.4223","信息技术","技术硬件与设备","电子设备、仪器和元件","电子元件","21056.50"
"3221","603136.SH","天目湖","28.9968","可选消费","消费者服务","酒店、餐馆与休闲","酒店、度假村与豪华游轮","8000.00"
"3222","603138.SH","海量数据","34.0103","信息技术","软件与服务","信息技术服务","信息科技咨询与其它服务","15044.82"
"3223","603139.SH","康惠制药","17.5989","医疗保健","制药、生物科技与生命科学","制药","中药","9988.00"
"3224","603156.SH","养元饮品","351.4005","日常消费","食品、饮料与烟草","饮料","软饮料","75327.00"
"3225","603157.SH","拉夏贝尔","49.8162","可选消费","耐用消费品与服装","纺织品、服装与奢侈品","服装、服饰与奢侈品","54767.16"
"3226","603158.SH","腾龙股份","35.0241","可选消费","汽车与汽车零部件","汽车零配件","机动车零配件与设备","21860.00"
"3227","603159.SH","上海亚虹","21.0160","工业","资本货物","机械","工业机械","10000.00"
"3228","603160.SH","汇顶科技","415.7813","信息技术","半导体与半导体生产设备","半导体产品与半导体设备","半导体产品","45665.17"
"3229","603161.SH","科华控股","21.0292","可选消费","汽车与汽车零部件","汽车零配件","机动车零配件与设备","13340.00"
"3230","603165.SH","荣晟环保","37.0914","材料","材料","纸与林木产品","纸制品","17735.20"
"3231","603166.SH","福达股份","38.3138","可选消费","汽车与汽车零部件","汽车零配件","机动车零配件与设备","59771.87"
"3232","603167.SH","渤海轮渡","46.7880","工业","运输","海运","海运","49323.20"
"3233","603168.SH","莎普爱思","24.9235","医疗保健","制药、生物科技与生命科学","制药","西药","32259.25"
"3234","603169.SH","兰石重装","60.7138","工业","资本货物","机械","工业机械","105150.25"
"3235","603177.SH","德创环保","22.3089","工业","商业和专业服务","商业服务与用品","环境与设施服务","20200.00"
"3236","603178.SH","圣龙股份","22.5319","可选消费","汽车与汽车零部件","汽车零配件","机动车零配件与设备","20321.00"
"3237","603179.SH","新泉股份","40.8629","可选消费","汽车与汽车零部件","汽车零配件","机动车零配件与设备","22772.45"
"3238","603180.SH","金牌厨柜","48.3449","可选消费","耐用消费品与服装","家庭耐用消费品","家庭装饰品","6750.00"
"3239","603181.SH","皇马科技","39.5040","材料","材料","化工","特种化工","20000.00"
"3240","603183.SH","建研院","22.3736","工业","商业和专业服务","专业服务","调查和咨询服务","12510.40"
"3241","603185.SH","上机数控","74.1031","工业","资本货物","机械","工业机械","12600.00"
"3242","603186.SH","华正新材","35.6540","信息技术","技术硬件与设备","电子设备、仪器和元件","电子元件","13067.00"
"3243","603187.SH","海容冷链","39.3056","工业","资本货物","机械","工业机械","8000.00"
"3244","603188.SH","亚邦股份","50.9184","材料","材料","化工","特种化工","57600.00"
"3245","603189.SH","网达软件","28.7570","信息技术","软件与服务","软件","应用软件","22080.00"
"3246","603192.SH","汇得科技","35.8869","材料","材料","化工","特种化工","10666.67"
"3247","603196.SH","日播时尚","23.4000","可选消费","耐用消费品与服装","纺织品、服装与奢侈品","服装、服饰与奢侈品","24000.00"
"3248","603197.SH","保隆科技","43.0690","可选消费","汽车与汽车零部件","汽车零配件","机动车零配件与设备","16702.46"
"3249","603198.SH","迎驾贡酒","131.1040","日常消费","食品、饮料与烟草","饮料","白酒与葡萄酒","80000.00"
"3250","603199.SH","九华旅游","23.2118","可选消费","消费者服务","酒店、餐馆与休闲","酒店、度假村与豪华游轮","11068.00"
"3251","603200.SH","上海洗霸","29.3169","工业","商业和专业服务","商业服务与用品","环境与设施服务","7504.45"
"3252","603203.SH","快克股份","40.6802","工业","资本货物","机械","工业机械","15830.09"
"3253","603208.SH","江山欧派","25.4183","可选消费","耐用消费品与服装","家庭耐用消费品","家庭装饰品",
"3254","603214.SH","爱婴室","43.6540","可选消费","零售业","专营零售","专卖店","10000.00"
"3255","603218.SH","日月股份","86.3816","工业","资本货物","电气设备","重型电气设备","40723.00"
"3256","603220.SH","贝通信","129.0716","信息技术","技术硬件与设备","通信设备","通信设备","33776.00"
"3257","603222.SH","济民制药","54.5984","医疗保健","制药、生物科技与生命科学","制药","西药","32000.00"
"3258","603223.SH","恒通股份","23.2203","工业","运输","公路与铁路运输","公路运输","20160.00"
"3259","603225.SH","新凤鸣","164.6078","材料","材料","化工","化纤","85086.23"
"3260","603226.SH","菲林格尔","22.2447","材料","材料","纸与林木产品","林木产品","11649.04"
"3261","603227.SH","雪峰科技","30.1948","材料","材料","化工","基础化工","65870.00"
"3262","603228.SH","景旺电子","264.8895","信息技术","技术硬件与设备","电子设备、仪器和元件","电子元件","41100.00"
"3263","603229.SH","奥翔药业","21.0720","医疗保健","制药、生物科技与生命科学","制药","西药","16000.00"
"3264","603232.SH","格尔软件","28.1086","信息技术","软件与服务","软件","应用软件","8540.00"
"3265","603233.SH","大参林","175.6844","日常消费","食品与主要用品零售","食品与主要用品零售","药品零售","40001.00"
"3266","603238.SH","诺邦股份","23.6880","可选消费","耐用消费品与服装","纺织品、服装与奢侈品","纺织品","12000.00"
"3267","603239.SH","浙江仙通","36.9100","可选消费","汽车与汽车零部件","汽车零配件","机动车零配件与设备","27072.00"
"3268","603258.SH","电魂网络","44.7602","信息技术","软件与服务","软件","家庭娱乐软件","24307.70"
"3269","603259.SH","药明康德","1122.2067","医疗保健","制药、生物科技与生命科学","生命科学工具和服务","生命科学工具和服务","117006.23"
"3270","603260.SH","合盛硅业","379.8766","材料","材料","化工","基础化工","67000.00"
"3271","603266.SH","天龙股份","25.0348","可选消费","汽车与汽车零部件","汽车零配件","机动车零配件与设备","14000.00"
"3272","603268.SH","松发股份","25.2102","可选消费","耐用消费品与服装","家庭耐用消费品","家用器具与特殊消费品","12513.76"
"3273","603269.SH","海鸥股份","14.7651","工业","资本货物","机械","工业机械","9147.00"
"3274","603277.SH","银都股份","42.6528","工业","资本货物","机械","工业机械","40996.50"
"3275","603278.SH","大业股份","35.5555","材料","材料","金属、非金属与采矿","钢铁","20800.00"
"3276","603283.SH","赛腾股份","32.2403","工业","资本货物","机械","工业机械","16276.39"
"3277","603286.SH","日盈电子","14.0305","可选消费","汽车与汽车零部件","汽车零配件","机动车零配件与设备","8807.60"
"3278","603288.SH","海天味业","2090.7339","日常消费","食品、饮料与烟草","食品","食品加工与肉类","270036.94"
"3279","603289.SH","泰瑞机器","30.4346","工业","资本货物","机械","工业机械","26650.30"
"3280","603297.SH","永新光学","44.2176","工业","资本货物","机械","工业机械","8400.00"
"3281","603298.SH","杭叉集团","87.6793","工业","资本货物","机械","建筑机械与重型卡车","61885.42"
"3282","603299.SH","苏盐井神","50.4690","材料","材料","化工","基础化工","77573.09"
"3283","603300.SH","华铁科技","28.1375","工业","商业和专业服务","商业服务与用品","综合支持服务","48529.63"
"3284","603301.SH","振德医疗","35.8040","医疗保健","医疗保健设备与服务","医疗保健设备与用品","医疗保健用品","10000.00"
"3285","603303.SH","得邦照明","55.9939","可选消费","耐用消费品与服装","家庭耐用消费品","家用电器","40800.00"
"3286","603305.SH","旭升股份","137.3978","可选消费","汽车与汽车零部件","汽车零配件","机动车零配件与设备","40060.00"
"3287","603306.SH","华懋科技","51.0660","可选消费","汽车与汽车零部件","汽车零配件","机动车零配件与设备","31301.97"
"3288","603308.SH","应流股份","46.8541","工业","资本货物","机械","工业机械","43375.43"
"3289","603309.SH","维力医疗","23.5720","医疗保健","医疗保健设备与服务","医疗保健设备与用品","医疗保健用品","20000.00"
"3290","603311.SH","金海环境","25.2420","可选消费","耐用消费品与服装","家庭耐用消费品","家用电器","21000.00"
"3291","603313.SH","梦百合","56.3488","可选消费","耐用消费品与服装","家庭耐用消费品","家庭装饰品","24000.00"
"3292","603315.SH","福鞍股份","31.0043","工业","资本货物","机械","工业机械","21995.09"
"3293","603316.SH","诚邦股份","17.2991","工业","资本货物","建筑与工程","建筑与工程","20328.00"
"3294","603318.SH","派思股份","54.9782","工业","资本货物","机械","工业机械","40330.23"
"3295","603319.SH","湘油泵","19.1699","可选消费","汽车与汽车零部件","汽车零配件","机动车零配件与设备","8092.00"
"3296","603320.SH","迪贝电气","19.2800","工业","资本货物","机械","工业机械","10000.00"
"3297","603321.SH","梅轮电梯","28.1396","工业","资本货物","机械","工业机械","30700.00"
"3298","603322.SH","超讯通信","40.9920","信息技术","技术硬件与设备","通信设备","通信设备","11200.00"
"3299","603323.SH","吴江银行","120.5096","金融","银行","商业银行","区域性银行","144808.44"
"3300","603326.SH","我乐家居","26.1604","可选消费","耐用消费品与服装","家庭耐用消费品","家庭装饰品","22598.81"
"3301","603328.SH","依顿电子","112.2881","信息技术","技术硬件与设备","电子设备、仪器和元件","电子元件","99758.47"
"3302","603329.SH","上海雅仕","23.2426","工业","运输","航空货运与物流","航空货运与物流","13200.00"
"3303","603330.SH","上海天洋","18.0040","材料","材料","化工","特种化工","7800.00"
"3304","603331.SH","百达精工","21.3804","工业","资本货物","机械","工业机械","12923.33"
"3305","603332.SH","苏州龙杰","49.0001","材料","材料","化工","化纤","11893.80"
"3306","603333.SH","尚纬股份","35.5267","工业","资本货物","电气设备","电气部件与设备","52000.50"
"3307","603335.SH","迪生力","21.4929","可选消费","汽车与汽车零部件","汽车零配件","机动车零配件与设备","32934.20"
